date,open,high,low,close,volume
3/6/2013,154.84,154.92,154.16,154.5,94324850
3/7/2013,154.7,154.98,154.52,154.776,85609670
3/8/2013,155.46,155.65,154.66,155.44,123443600
3/11/2013,155.325,156.04,155.13,156.03,83295090
3/12/2013,155.92,156.1,155.21,155.68,105659900
3/13/2013,155.76,156.12,155.23,155.905,92235660
3/14/2013,156.31,156.8,155.9078,156.73,125805300
3/15/2013,155.85,156.04,155.31,155.83,138387500
3/18/2013,154.34,155.64,154.2,154.97,126541100
3/19/2013,155.3,155.51,153.59,154.61,167138900
3/20/2013,155.52,155.95,155.26,155.69,113606700
3/21/2013,154.76,155.6389,154.1,154.359,128391900
3/22/2013,154.85,155.6,154.73,155.6,111033600
3/25/2013,156.01,156.27,154.35,154.95,151100300
3/26/2013,155.59,156.23,155.42,156.19,86199850
3/27/2013,155.26,156.245,155,156.19,99850270
3/28/2013,156.09,156.85,155.75,156.67,102741800
4/1/2013,156.59,156.91,155.67,156.05,99128670
4/2/2013,156.61,157.21,156.37,156.82,101325400
4/3/2013,156.91,157.03,154.82,155.23,153842000
4/4/2013,155.43,156.17,155.09,155.86,131778000
4/5/2013,153.95,155.35,153.77,155.158,159552500
4/8/2013,155.27,156.22,154.75,156.21,86391690
4/9/2013,156.5,157.32,155.98,156.75,100747200
4/10/2013,157.17,158.87,157.13,158.67,135060300
4/11/2013,158.7,159.71,158.54,159.19,110007900
4/12/2013,158.68,159.04,157.92,158.8,116108400
4/15/2013,158,158.13,155.1,155.118,215943500
4/16/2013,156.29,157.49,155.91,157.41,147189400
4/17/2013,156.29,156.32,154.28,155.11,226469200
4/18/2013,155.37,155.41,153.55,154.14,167319200
4/19/2013,154.5,155.55,154.12,155.48,149492400
4/22/2013,155.78,156.54,154.75,156.17,106455900
4/23/2013,156.95,157.93,156.17,157.78,165716500
4/24/2013,157.83,158.3,157.54,157.88,95014120
4/25/2013,158.34,159.27,158.1,158.52,130813800
4/26/2013,158.33,158.6,157.73,158.24,95840090
4/29/2013,158.67,159.65,158.42,159.3,88453810
4/30/2013,159.27,159.72,158.61,159.68,115807700
5/1/2013,159.33,159.41,158.1,158.28,138694300
5/2/2013,158.68,159.89,158.53,159.75,96313320
5/3/2013,161.14,161.88,159.782,161.368,143975800
5/6/2013,161.49,162.01,161.42,161.78,66700110
5/7/2013,162.13,162.65,161.67,162.5999,89907260
5/8/2013,162.42,163.39,162.33,163.34,96924850
5/9/2013,163.27,163.7,162.47,162.881,106533000
5/10/2013,162.99,163.5498,162.51,163.41,103035000
5/13/2013,163.2,163.81,162.82,163.54,81678130
5/14/2013,163.67,165.35,163.67,165.23,118616400
5/15/2013,164.96,166.45,164.91,166.115,120578600
5/16/2013,165.78,166.36,165.09,165.34,109760300
5/17/2013,165.95,167.04,165.73,166.94,129667800
5/20/2013,166.78,167.58,166.61,166.93,84994240
5/21/2013,167.08,167.8,166.5,167.17,95640640
5/22/2013,167.34,169.07,165.17,165.93,243596300
5/23/2013,164.16,165.91,163.94,165.45,210748700
5/24/2013,164.47,165.3805,163.98,165.308,151486500
5/28/2013,167.04,167.78,165.81,166.3,143326100
5/29/2013,165.42,165.8,164.34,165.22,160156600
5/30/2013,165.35,166.59,165.22,165.83,106431300
5/31/2013,165.37,166.31,163.13,163.445,176211800
6/3/2013,163.83,164.46,162.6599,164.35,167951300
6/4/2013,164.44,165.1,162.73,163.56,157443600
6/5/2013,163.09,163.42,161.13,161.272,211143000
6/6/2013,161.2,162.74,160.25,162.73,200028000
6/7/2013,163.85,164.95,163.14,164.8,185733300
6/10/2013,165.31,165.4,164.37,164.8,102479900
6/11/2013,163.3,164.54,162.739,163.098,159367900
6/12/2013,164.22,164.39,161.6,161.75,176948100
6/13/2013,161.66,164.5,161.3,164.21,163116700
6/14/2013,164.03,164.67,162.91,163.175,141003300
6/17/2013,164.29,165.22,163.2192,164.44,136042500
6/18/2013,164.53,165.99,164.52,165.735,114527700
6/19/2013,165.6,165.89,163.38,163.45,205854900
6/20/2013,161.86,163.4668,158.98,159.4,320545400
6/21/2013,159.64,159.76,157.47,159.07,270455000
6/24/2013,157.41,158.43,155.73,157.06,221810000
6/25/2013,158.48,160.1,157.42,158.575,161955400
6/26/2013,159.87,160.5,159.25,160.14,134678800
6/27/2013,161.1,161.82,160.95,161.08,129356900
6/28/2013,160.63,161.4,159.86,160.42,156611200
7/1/2013,161.26,162.48,161.08,161.36,131502600
7/2/2013,161.12,162.3,160.5,161.21,144717800
7/3/2013,160.48,161.77,160.22,161.28,75216340
7/5/2013,162.47,163.08,161.3,163.02,122308200
7/8/2013,163.86,164.39,163.58,163.945,106769100
7/9/2013,164.98,165.33,164.27,165.13,119185700
7/10/2013,164.97,165.75,164.63,165.192,120163000
7/11/2013,167.11,167.61,165.1774,167.44,135455000
7/12/2013,167.39,167.9332,167.13,167.51,102135100
7/15/2013,167.97,168.39,167.68,168.155,69378040
7/16/2013,168.26,168.36,167.07,167.525,87040310
7/17/2013,168.16,168.48,167.73,167.9501,91745390
7/18/2013,168.31,169.27,168.2,168.87,103941100
7/19/2013,168.52,169.23,168.31,169.17,103697200
7/22/2013,169.41,169.74,169.01,169.5,79303210
7/23/2013,169.8,169.83,169.05,169.14,80259720
7/24/2013,169.79,169.86,168.18,168.52,112777900
7/25/2013,168.22,169.08,167.94,168.93,111054400
7/26/2013,168.22,169.16,167.52,169.11,107675400
7/29/2013,168.68,169.06,168.11,168.59,79697560
7/30/2013,169.1,169.28,168.19,168.588,85104340
7/31/2013,168.94,169.85,168.49,168.71,142300900
8/1/2013,169.99,170.81,169.9,170.66,110180200
8/2/2013,170.28,170.9725,170.05,170.95,91001090
8/5/2013,170.57,170.96,170.35,170.7,53756740
8/6/2013,170.37,170.7402,169.35,169.73,87329520
8/7/2013,169.19,169.43,168.55,169.18,84595660
8/8/2013,169.98,170.18,168.93,169.8,101933800
8/9/2013,169.58,170.1,168.72,169.31,91764770
8/12/2013,168.46,169.31,168.38,169.111,68436540
8/13/2013,169.41,169.9,168.41,169.61,80643640
8/14/2013,169.53,169.8,168.7,168.74,79472280
8/15/2013,167.41,167.43,166.09,166.38,152034400
8/16/2013,166.06,166.63,165.5,165.83,130567900
8/19/2013,165.64,166.21,164.76,164.77,96318880
8/20/2013,165.04,166.2,164.86,165.58,89217020
8/21/2013,165.12,166.03,164.19,164.56,159319100
8/22/2013,164.9,166.3,164.89,166.06,101368100
8/23/2013,166.55,166.83,165.77,166.62,90870320
8/26/2013,166.79,167.3,165.89,166,89475710
8/27/2013,164.36,166.0024,163.21,163.33,158281400
8/28/2013,163.26,164.49,163.05,163.91,107694100
8/29/2013,163.55,165.04,163.4,164.17,118861100
8/30/2013,164.51,164.53,163.17,163.65,134571600
9/3/2013,165.23,165.58,163.7,164.39,142322800
9/4/2013,164.43,166.03,164.135,165.75,95206890
9/5/2013,165.85,166.4,165.73,165.96,62943600
9/6/2013,166.51,166.98,164.48,166.04,159614800
9/9/2013,166.45,167.73,166.45,167.634,83392980
9/10/2013,168.64,168.9,168.26,168.87,103397000
9/11/2013,168.64,169.4,168.35,169.4,94282020
9/12/2013,169.34,169.56,168.72,168.95,83098160
9/13/2013,169.13,169.46,168.74,169.33,72463420
9/16/2013,171.16,171.24,170.04,170.31,126097900
9/17/2013,170.46,171.11,170.46,171.07,82139260
9/18/2013,171.01,173.52,170.58,173.051,203004600
9/19/2013,173.52,173.6,172.585,172.76,146407400
9/20/2013,172.33,172.33,170.58,170.72,132405500
9/23/2013,170.49,170.65,169.39,169.93,104516600
9/24/2013,169.9,170.53,169.21,169.53,101010600
9/25/2013,169.64,169.98,168.89,169.04,117189500
9/26/2013,169.32,170.17,169.05,169.69,77002020
9/27/2013,168.84,169.14,168.47,168.909,98708380
9/30/2013,167.48,168.54,167.15,168.01,143590600
10/1/2013,168.14,169.5,167.9671,169.34,125658900
10/2/2013,168.35,169.3422,167.83,169.18,112796700
10/3/2013,168.79,168.94,166.84,167.62,176530200
10/4/2013,167.75,169.06,167.53,168.89,96846070
10/7/2013,167.42,168.45,167.25,167.43,96034440
10/8/2013,167.4,167.62,165.36,165.48,176584600
10/9/2013,165.8,166.2,164.53,165.6,168208700
10/10/2013,167.29,169.26,167.23,169.17,192484200
10/11/2013,168.91,170.32,168.77,170.26,104957000
10/14/2013,169.21,171.08,169.08,170.94,111805000
10/15/2013,170.51,171.15,169.47,169.7,153895800
10/16/2013,170.72,172.16,170.635,172.07,160972100
10/17/2013,171.37,173.32,171.34,173.22,128904200
10/18/2013,173.86,174.51,173.51,174.388,138224500
10/21/2013,174.45,174.75,174.01,174.4,104017700
10/22/2013,174.91,175.93,174.4262,175.41,126518800
10/23/2013,174.81,174.89,173.96,174.57,105301400
10/24/2013,174.92,175.37,174.51,175.15,70084910
10/25/2013,175.51,176,175.17,175.95,93506930
10/28/2013,175.89,176.47,175.7,176.23,84621650
10/29/2013,176.63,177.24,176.38,177.17,87242650
10/30/2013,177.38,177.51,175.66,176.29,139619700
10/31/2013,176.15,176.89,175.53,175.79,133361400
11/1/2013,176.02,176.61,175.22,176.21,139761000
11/4/2013,176.69,176.9,175.9825,176.83,85476660
11/5/2013,176.14,176.75,175.57,176.27,85484030
11/6/2013,177.03,177.5,176.54,177.17,87107180
11/7/2013,177.5,177.64,174.76,174.93,156182400
11/8/2013,174.87,177.31,174.85,177.29,136646700
11/11/2013,177.12,177.53,176.91,177.32,66267300
11/12/2013,176.94,177.36,176.37,176.96,83798500
11/13/2013,176.09,178.4261,176.09,178.38,102900200
11/14/2013,178.54,179.42,178.25,179.27,103156300
11/15/2013,179.56,180.12,179.33,180.05,102745200
11/18/2013,180.35,180.5,179.02,179.42,104600700
11/19/2013,179.33,179.87,178.72,179.03,93059340
11/20/2013,179.39,179.93,177.98,178.47,124716100
11/21/2013,178.97,180.05,178.86,179.91,91787920
11/22/2013,179.98,180.83,179.77,180.81,81234750
11/25/2013,181.13,181.17,180.37,180.63,79229870
11/26/2013,180.72,181.22,180.405,180.68,86715530
11/27/2013,180.87,181.24,180.65,181.12,58237350
11/29/2013,181.32,181.75,180.8,181,55870900
12/2/2013,181.09,181.43,180.25,180.53,99564260
12/3/2013,179.94,180.39,179.17,179.75,116202100
12/4/2013,179.1,180.48,178.35,179.73,122884000
12/5/2013,179.41,179.74,178.7701,178.94,106187100
12/6/2013,180.67,181.11,180.15,180.94,127591900
12/9/2013,181.47,181.67,181.16,181.4,69850100
12/10/2013,180.98,181.36,180.635,180.75,74334270
12/11/2013,180.81,180.85,178.5,178.72,133081900
12/12/2013,178.64,178.86,177.76,178.13,115262100
12/13/2013,178.5,178.66,177.77,178.11,107707500
12/16/2013,178.95,179.81,178.9,179.216,94526130
12/17/2013,179.36,179.41,178.25,178.65,86803880
12/18/2013,178.92,181.73,177.32,181.7,234420400
12/19/2013,181.19,181.7,180.71,181.49,136558000
12/20/2013,180.67,181.99,180.5683,181.56,196525900
12/23/2013,182.41,182.64,182.065,182.53,85385940
12/24/2013,182.54,183.01,182.53,182.93,45368840
12/26/2013,183.34,183.96,183.32,183.855,63197700
12/27/2013,184.1,184.18,183.66,183.845,61731340
12/30/2013,183.87,184.02,183.58,183.82,56807170
12/31/2013,184.07,184.69,183.93,184.69,86121760
1/2/2014,183.98,184.07,182.48,182.92,119392300
1/3/2014,183.21,183.6,182.63,182.885,81331220
1/6/2014,183.47,183.56,182.08,182.36,106828500
1/7/2014,183.09,183.79,182.95,183.48,86018680
1/8/2014,183.45,183.83,182.89,183.52,96477140
1/9/2014,184.1,184.13,182.795,183.64,90521810
1/10/2014,183.95,184.22,183.01,184.14,101936400
1/13/2014,183.71,184.18,181.34,181.685,149430100
1/14/2014,182.28,183.77,181.95,183.67,104588600
1/15/2014,184.1,184.94,183.7102,184.66,96591250
1/16/2014,184.28,184.6618,183.83,184.42,72079880
1/17/2014,184.1,184.45,183.32,183.635,103891700
1/21/2014,184.7,184.77,183.05,184.18,88540350
1/22/2014,184.49,184.57,183.91,184.3,60637390
1/23/2014,183.36,183.4,181.82,182.79,132220300
1/24/2014,181.6,181.66,178.83,178.89,208427800
1/27/2014,179.06,179.52,177.12,178.01,179873900
1/28/2014,178.14,179.3,178.12,179.07,108687800
1/29/2014,177.56,178.55,176.88,177.35,215115400
1/30/2014,178.86,179.81,178.26,179.23,116109700
1/31/2014,177.02,179.29,176.92,178.18,193963700
2/3/2014,177.95,178.37,173.83,174.17,253843100
2/4/2014,174.95,175.84,174.1055,175.385,164716100
2/5/2014,174.79,175.56,173.71,175.17,163611500
2/6/2014,175.58,177.48,175.2209,177.48,132246200
2/7/2014,178.31,179.87,177.73,179.68,170688400
2/10/2014,179.7,180.07,179.21,180.01,91885210
2/11/2014,180.16,182.439,180.0389,181.98,121437000
2/12/2014,182.22,182.83,181.705,182.07,94405400
2/13/2014,180.84,183.2,180.83,183.01,98831510
2/14/2014,182.84,184.36,182.67,184.02,96463070
2/18/2014,184.19,184.49,183.65,184.24,80002130
2/19/2014,183.76,184.95,182.87,183.02,125973100
2/20/2014,183.27,184.52,182.6,184.1,104838500
2/21/2014,184.49,184.89,183.8,183.89,118061400
2/24/2014,184.28,186.15,184.2,184.91,113819000
2/25/2014,185.03,185.59,184.23,184.84,116668300
2/26/2014,185.11,185.6,184.33,184.85,98280850
2/27/2014,184.59,185.87,184.37,185.82,93701360
2/28/2014,185.79,187.15,185.05,186.29,150550800
3/3/2014,184.69,185.45,183.75,184.98,167433300
3/4/2014,186.75,187.98,186.75,187.58,169547700
3/5/2014,187.72,188.07,187.45,187.75,88259840
3/6/2014,188.21,188.61,187.7796,188.18,82291040
3/7/2014,188.87,188.96,187.43,188.26,117460300
3/10/2014,187.94,188.23,187.08,188.16,74695300
3/11/2014,188.44,188.71,186.8,187.23,98816970
3/12/2014,186.32,187.35,185.9,187.28,104682500
3/13/2014,187.84,187.99,184.66,185.18,154051000
3/14/2014,184.8,185.8,184.44,184.66,153636400
3/17/2014,185.59,186.77,185.51,186.33,98178680
3/18/2014,186.71,187.91,186.51,187.66,101623900
3/19/2014,187.7,187.94,185.47,186.66,176027700
3/20/2014,186.25,187.89,185.92,187.747,116924800
3/21/2014,187.72,189.0239,186.03,186.2,161443100
3/24/2014,186.82,187.07,184.62,185.43,120725800
3/25/2014,186.37,186.94,185.27,186.31,103343800
3/26/2014,187.03,187.34,184.92,184.97,119591100
3/27/2014,184.77,185.34,183.9,184.58,141933100
3/28/2014,185.105,186.42,185,185.49,101375100
3/31/2014,186.65,187.3,185.5216,187.01,99563690
4/1/2014,187.62,188.36,187.0015,188.25,88921020
4/2/2014,188.5,189.13,188.14,188.88,78644710
4/3/2014,189.17,189.22,188.05,188.63,77205590
4/4/2014,189.64,189.7,186.1,186.4,168976000
4/7/2014,185.9,186.26,183.96,184.34,140637100
4/8/2014,184.21,185.4,183.59,185.1,112555000
4/9/2014,185.6,187.15,185.06,187.09,100006500
4/10/2014,187.09,187.17,182.93,183.155,172666800
4/11/2014,182.17,183.42,181.31,181.51,166983600
4/14/2014,182.93,183.37,181.44,182.9401,132171000
4/15/2014,183.32,184.33,181.51,184.2,156836500
4/16/2014,185.47,186.14,184.65,186.125,104069100
4/17/2014,185.88,186.91,185.56,186.39,105142500
4/21/2014,186.44,187.1,186.21,187.04,68159790
4/22/2014,187.23,188.4,187.13,187.89,85684410
4/23/2014,187.81,187.92,187.3,187.45,73573920
4/24/2014,188.37,188.39,186.93,187.83,88076060
4/25/2014,187.21,187.33,185.87,186.29,100296800
4/28/2014,187.05,187.69,184.96,186.875,134928700
4/29/2014,187.48,188.04,187.08,187.75,83898930
4/30/2014,187.44,188.5,187.18,188.31,101247200
5/1/2014,188.22,188.84,187.73,188.325,92857920
5/2/2014,188.31,189.14,187.78,188.06,97967130
5/5/2014,187.14,188.55,186.62,188.42,75816370
5/6/2014,188,188.13,186.74,186.78,85333680
5/7/2014,187.43,187.97,186.01,187.88,106320700
5/8/2014,187.67,189.05,187.08,187.675,93479080
5/9/2014,187.69,188.04,186.83,187.96,83638350
5/12/2014,188.76,189.88,187.9992,189.785,86869000
5/13/2014,190.03,190.42,189.77,189.96,66402210
5/14/2014,189.79,189.88,188.79,189.06,72236690
5/15/2014,188.67,188.72,186.48,187.4,154870300
5/16/2014,187.51,188.13,186.72,188.05,97346150
5/19/2014,187.69,188.89,187.52,188.74,63652770
5/20/2014,188.645,188.67,187.07,187.55,111495700
5/21/2014,188.1,189.22,188.06,189.13,88988990
5/22/2014,189.18,189.98,188.86,189.59,61509200
5/23/2014,189.75,190.48,189.5858,190.35,61092770
5/27/2014,191.05,191.58,190.95,191.52,71932270
5/28/2014,191.52,191.82,191.06,191.38,66064100
5/29/2014,191.82,192.4,191.33,192.37,64122290
5/30/2014,192.19,192.8,192.03,192.68,76206700
6/2/2014,192.95,192.99,191.97,192.895,64215900
6/3/2014,192.4,192.9,192.25,192.8,64982240
6/4/2014,192.47,193.3,192.265,193.19,55017100
6/5/2014,193.41,194.65,192.7,194.45,91942250
6/6/2014,194.87,195.43,194.78,195.375,78649300
6/9/2014,195.35,196.05,195.17,195.58,65005650
6/10/2014,195.33,195.64,194.92,195.6,54728830
6/11/2014,194.9,195.12,194.48,194.92,68700400
6/12/2014,194.65,194.8,193.11,193.54,106122900
6/13/2014,193.9,194.32,193.3,194.13,81977300
6/16/2014,193.89,194.7,193.66,194.29,87358270
6/17/2014,194.02,194.97,193.81,194.83,84775210
6/18/2014,194.83,196.37,194.4,196.255,105142300
6/19/2014,196.43,196.6,195.8,196.48,85824620
6/20/2014,196.03,196.1039,195.7,195.94,99956390
6/23/2014,195.97,196.05,195.52,195.88,70445400
6/24/2014,195.53,196.5,194.48,194.7,95988380
6/25/2014,194.25,195.781,194.25,195.58,82268020
6/26/2014,195.61,195.63,194.13,195.44,84265690
6/27/2014,194.98,195.88,194.885,195.82,71154680
6/30/2014,195.7,196.165,195.53,195.72,70201190
7/1/2014,196.19,197.63,196.13,197.03,90321710
7/2/2014,197.05,197.48,196.96,197.23,52313800
7/3/2014,197.79,198.29,197.64,198.2,52938830
7/7/2014,197.82,197.98,197.22,197.51,61636660
7/8/2014,197.15,197.22,195.76,196.24,108050700
7/9/2014,196.73,197.295,196.31,197.12,72921900
7/10/2014,195.22,196.86,195.06,196.34,98825290
7/11/2014,196.22,196.75,195.78,196.61,63448170
7/14/2014,197.61,197.86,197.44,197.6,58562590
7/15/2014,197.72,198.1,196.36,197.23,111294600
7/16/2014,198.11,198.26,197.42,197.96,79967700
7/17/2014,197.35,198.1,195.43,195.71,144249500
7/18/2014,196.35,197.91,196.24,197.7099,124236300
7/21/2014,197.09,197.5,196.43,197.34,67465850
7/22/2014,198.01,198.56,197.87,198.2,67490070
7/23/2014,198.495,198.85,198.1,198.64,61583850
7/24/2014,198.83,199.06,198.45,198.65,56372600
7/25/2014,198.09,198.26,197.33,197.72,76774590
7/28/2014,197.76,198.09,196.62,197.8,69081970
7/29/2014,198.17,198.45,196.92,196.95,80364470
7/30/2014,197.65,197.91,196.16,196.98,104066800
7/31/2014,195.61,195.78,192.97,193.09,182368000
8/1/2014,192.56,193.76,191.57,192.5,189017400
8/4/2014,192.87,194.3,192.05,193.89,90973750
8/5/2014,193.1,193.6,191.31,192.01,152514900
8/6/2014,191.11,192.89,191.08,192.07,94623780
8/7/2014,192.935,193.13,190.55,191.03,135504400
8/8/2014,191.46,193.37,190.95,193.24,114867300
8/11/2014,193.965,194.66,193.71,193.795,74426250
8/12/2014,193.61,194.15,192.94,193.53,73575610
8/13/2014,194.29,195.06,193.96,194.84,68917050
8/14/2014,195.16,195.76,194.98,195.76,57192040
8/15/2014,196.47,196.65,194.31,195.72,139865800
8/18/2014,196.8,197.45,196.69,197.36,75133430
8/19/2014,197.84,198.54,197.4426,198.39,58938860
8/20/2014,198.12,199.16,198.08,198.92,72595130
8/21/2014,199.09,199.76,198.93,199.5,67740270
8/22/2014,199.34,199.69,198.74,199.19,76052890
8/25/2014,200.14,200.5949,199.1502,200.2,63788690
8/26/2014,200.33,200.82,200.28,200.33,47244660
8/27/2014,200.43,200.57,199.94,200.25,47782100
8/28/2014,199.59,200.27,199.39,200.14,58143490
8/29/2014,200.45,200.73,199.82,200.71,65878360
9/2/2014,200.97,200.995,199.86,200.61,71399620
9/3/2014,201.38,201.41,200.22,200.5,57371000
9/4/2014,200.84,201.58,199.66,200.2101,84993660
9/5/2014,200.17,201.19,199.41,201.11,102010300
9/8/2014,200.92,201.21,200,200.59,64103050
9/9/2014,200.41,200.55,198.91,199.32,88480030
9/10/2014,199.43,200.2,198.77,200.07,67150040
9/11/2014,199.27,200.33,199.12,200.3,66733800
9/12/2014,200.1,200.12,198.56,199.13,117403300
9/15/2014,199.16,199.32,198.38,198.981,76350030
9/16/2014,198.61,200.84,198.5,200.48,116039000
9/17/2014,200.77,201.68,199.75,200.75,149647200
9/18/2014,201.36,201.85,201.1,201.82,94415600
9/19/2014,201.52,201.899,200.29,200.7,121373900
9/22/2014,200.35,200.38,198.73,199.15,125341100
9/23/2014,198.43,199.26,197.95,198.01,111103600
9/24/2014,198.04,199.69,197.52,199.56,107098000
9/25/2014,199.04,199.05,196.27,196.34,149990800
9/26/2014,196.7,198.39,196.42,197.9,103503900
9/29/2014,196.2,197.89,196.05,197.54,95061580
9/30/2014,197.69,198.3,196.61,197.02,129887300
10/1/2014,196.7,196.77,193.91,194.35,177602400
10/2/2014,194.18,195.055,192.35,194.38,157161800
10/3/2014,195.68,196.94,195.08,196.52,120932900
10/6/2014,197.34,197.6,195.582,196.29,104721100
10/7/2014,195.28,195.72,193.22,193.26,147546700
10/8/2014,193.37,196.92,192.36,196.64,186038800
10/9/2014,196.33,196.6,192.58,192.74,209904000
10/10/2014,192.69,193.65,190.49,190.54,221531600
10/13/2014,190.46,191.15,187.3,187.4099,221938600
10/14/2014,188.42,189.82,187.04,187.7,215226000
10/15/2014,185.16,187.694,181.92,186.43,379972000
10/16/2014,183.06,187.58,182.89,186.27,270110200
10/17/2014,188.42,189.75,187.62,188.47,214147600
10/20/2014,188.13,190.45,188.07,190.3,129429000
10/21/2014,191.68,194.2,191.48,194.07,153368100
10/22/2014,194.41,194.91,192.61,192.69,151377900
10/23/2014,194.62,196.2,194.26,194.93,153664900
10/24/2014,195.25,196.49,194.49,196.43,116715200
10/27/2014,195.73,196.45,195.03,196.16,82747540
10/28/2014,196.82,198.42,196.73,198.41,105847800
10/29/2014,198.55,199.12,196.8,198.11,142224000
10/30/2014,197.58,199.95,197.4,199.38,112825200
10/31/2014,201.78,201.82,200.77,201.66,146697400
11/3/2014,201.92,202.45,201.305,201.77,93478670
11/4/2014,201.23,201.6,200.06,201.07,93082060
11/5/2014,202.54,202.59,201.45,202.34,91466110
11/6/2014,202.39,203.26,201.64,203.15,106715600
11/7/2014,203.17,203.5999,202.61,203.34,89443040
11/10/2014,203.38,204.04,203.13,203.98,65897370
11/11/2014,204.055,204.31,203.65,204.175,54294510
11/12/2014,203.35,204.24,203.31,203.96,89957030
11/13/2014,204.16,204.83,203.21,204.19,84981760
11/14/2014,204.1,204.49,203.72,204.24,80310420
11/17/2014,203.85,204.58,203.65,204.37,80373860
11/18/2014,204.44,205.92,204.44,205.55,75858730
11/19/2014,205.31,205.55,204.3,205.22,82226470
11/20/2014,204.26,205.71,204.18,205.58,72498660
11/21/2014,207.64,207.8445,205.98,206.68,142105400
11/24/2014,207.17,207.39,206.91,207.26,65635340
11/25/2014,207.54,207.79,206.8,207.11,79013710
11/26/2014,207.29,207.76,207.03,207.64,61927210
11/28/2014,207.49,207.87,206.91,207.2,57890090
12/1/2014,206.4,206.54,205.38,205.76,103711100
12/2/2014,205.81,207.34,205.782,207.085,74435510
12/3/2014,207.3,208.15,207.1,207.89,68869870
12/4/2014,207.54,208.265,206.7,207.66,91222700
12/5/2014,207.87,208.47,207.55,208,90978050
12/8/2014,207.52,208.12,205.93,206.61,108460400
12/9/2014,204.37,206.6,203.91,206.47,125033900
12/10/2014,205.91,205.98,202.93,203.1601,159140400
12/11/2014,203.88,206.19,203.71,204.19,158542800
12/12/2014,202.64,203.819,200.85,200.89,201983200
12/15/2014,201.98,202.53,198.78,199.51,188920400
12/16/2014,198.58,202.395,197.86,197.91,258867900
12/17/2014,198.44,202.34,198.29,201.79,252458700
12/18/2014,204.74,212.97,203.92,206.78,256909600
12/19/2014,206.43,207.33,205.6109,206.52,242836400
12/22/2014,206.75,207.47,206.46,207.47,147884900
12/23/2014,208.17,208.23,207.3991,207.75,120516200
12/24/2014,208.02,208.34,207.72,207.77,42963400
12/26/2014,208.31,208.85,208.25,208.44,57204150
12/29/2014,208.22,208.97,208.14,208.72,79514380
12/30/2014,208.21,208.37,207.51,207.6,73448190
12/31/2014,207.99,208.19,205.39,205.54,130284300
1/2/2015,206.38,206.88,204.18,205.43,121394000
1/5/2015,204.17,204.37,201.35,201.72,169139200
1/6/2015,202.09,202.72,198.855,199.82,208922400
1/7/2015,201.42,202.72,200.88,202.31,125069700
1/8/2015,204.01,206.16,203.99,205.9,146039400
1/9/2015,206.4,206.42,203.51,204.25,157293400
1/12/2015,204.41,204.6,201.92,202.65,144043100
1/13/2015,204.12,205.48,200.51,202.08,214341100
1/14/2015,199.65,201.1,198.57,200.86,192551700
1/15/2015,201.63,202.01,198.88,199.0199,175383200
1/16/2015,198.77,201.82,198.55,201.63,211677200
1/20/2015,202.4,202.72,200.17,202.055,130756800
1/21/2015,201.5,203.66,200.94,203.08,122729500
1/22/2015,203.99,206.26,202.33,206.1,173536400
1/23/2015,205.79,206.1,204.81,204.97,117356900
1/26/2015,204.71,205.56,203.85,205.45,91684840
1/27/2015,202.97,204.12,201.74,202.74,133590500
1/28/2015,204.17,204.29,199.91,200.14,167681700
1/29/2015,200.38,202.3,198.68,201.9902,173293000
1/30/2015,200.57,202.17,199.13,199.45,193789000
2/2/2015,200.05,202.03,197.86,201.92,162649000
2/3/2015,203,204.85,202.55,204.84,123861500
2/4/2015,203.92,205.38,203.51,204.06,132933500
2/5/2015,204.86,206.3,204.77,206.12,97236260
2/6/2015,206.56,207.24,204.92,205.55,125550800
2/9/2015,204.77,205.64,204.135,204.63,87074270
2/10/2015,205.88,207.12,204.6801,206.81,95999260
2/11/2015,206.61,207.45,205.83,206.93,90268410
2/12/2015,207.89,208.99,206.9727,208.92,97202820
2/13/2015,209.07,209.84,208.76,209.78,93553960
2/17/2015,209.4,210.32,209.1,210.11,76888670
2/18/2015,209.66,210.22,209.3401,210.13,80057400
2/19/2015,209.41,210.42,209.24,209.98,91364150
2/20/2015,209.48,211.33,208.73,211.239,140029800
2/23/2015,210.94,211.21,210.48,211.209,74250690
2/24/2015,211.12,212.05,210.76,211.81,72214030
2/25/2015,211.66,212.24,211.22,211.63,72874810
2/26/2015,211.52,211.71,210.65,211.38,72577040
2/27/2015,211.26,211.58,210.6,210.66,107946400
3/2/2015,210.78,212.06,210.72,211.99,87300760
3/3/2015,211.47,212.054,210.08,211.12,110141700
3/4/2015,210.4,210.49,209.06,210.2301,114257600
3/5/2015,210.62,210.8,209.85,210.46,76825940
3/6/2015,209.42,209.94,207.1,207.5,186468600
3/9/2015,207.74,208.79,207.5459,208.36,89621890
3/10/2015,206.71,206.81,204.93,204.98,156656000
3/11/2015,205.29,205.5,204.4,204.5,109058000
3/12/2015,205.26,207.175,205.2,207.1,93451320
3/13/2015,206.77,207.9338,204.58,205.8272,162353900
3/16/2015,206.71,208.69,205.8641,208.58,135571800
3/17/2015,207.69,208.42,206.98,207.96,94322500
3/18/2015,207.39,211.27,206.62,210.46,227287200
3/19/2015,209.96,210.4697,209.03,209.5,117697000
3/20/2015,209.71,211.02,209.4903,210.41,177517400
3/23/2015,210.42,211.11,210,210,71619060
